1 - 1
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
1 - 3
0	1	0	0	1	0	
0	1	0	0	1	0	
0	1	0	0	1	0	
0	1	0	0	1	0	
0	1	0	0	1	0	
0	1	0	0	1	0	
1	1	1	0	1	0	
1	1	1	0	1	0	
0	1	0	0	1	0	
0	1	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
1 - 2
0	1	0	0	0	0	
0	1	0	0	0	0	
0	1	0	0	0	0	
0	1	0	0	1	0	
0	1	0	0	1	0	
0	0	0	0	1	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
0	0	1	0	0	0	
0	0	1	0	0	0	
0	0	1	0	0	0	
0	0	1	0	0	0	
0	0	1	0	0	0	
0	0	0	0	0	0	
1	0	0	0	1	0	
1	1	0	0	1	0	
1	1	0	0	1	0	
1	1	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
1 - 4
0	1	0	0	0	0	
0	1	0	0	0	0	
0	1	0	0	0	0	
1	1	0	0	0	0	
1	1	0	0	0	0	
1	0	0	0	0	0	
1	1	0	0	0	0	
1	1	1	0	1	0	
1	1	1	0	1	0	
0	0	1	0	1	0	
0	0	0	0	0	0	
0	1	0	0	0	0	
0	1	1	0	0	0	
0	1	1	0	0	0	
0	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	0	0	0	0	
1	1	0	0	0	0	
1	1	1	0	0	0	
0	1	1	0	0	0	
0	1	1	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
1 - 29
1	1	0	0	0	0	
1	1	0	0	0	0	
1	1	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0 - 23
0	1	1	0	0	0	
0	1	1	0	1	0	
0	1	1	0	1	0	
0	1	1	0	1	0	
0	1	1	0	0	0	
0	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	1	0	0	0	0	
0	1	0	0	0	0	
0	1	1	0	0	0	
0	0	1	0	0	0	
0	0	1	0	0	0	
0	0	0	0	0	0	
0	0	0	0	1	0	
0	0	0	0	1	0	
0	0	0	0	1	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0 - 21
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	1	0	1	0	
0	0	1	0	1	0	
0	0	1	0	1	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	1	0	
0	0	0	0	1	0	
0	0	0	0	1	0	
0	1	0	0	0	0	
0	1	0	0	0	0	
0	1	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0 - 27
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
0	0	0	0	0	0	
0	1	0	0	0	0	
0	1	0	0	0	0	
0	1	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
0	1	1	0	1	0	
0	1	1	0	1	0	
0	1	1	0	1	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0 - 26
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0 - 25
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
0	0	1	0	1	0	
0	0	1	0	1	0	
0	0	1	0	1	0	
0	0	0	0	1	0	
0	1	0	0	1	0	
